short_name,nationality_name,overall,potential,value_eur,international_reputation,pace,shooting,passing,defending,physic,player_positions
André Gomes,Portugal,84,90,39000000.0,3,69.0,71.0,80.0,71.0,81.0,"CM, LM, CAM, CDM"
C. Bacca,Colombia,84,84,28500000.0,3,85.0,81.0,64.0,24.0,74.0,ST
C. Smalling,England,84,85,27500000.0,3,77.0,46.0,56.0,84.0,84.0,CB
A. Ramsey,Wales,84,87,35000000.0,3,69.0,77.0,80.0,68.0,76.0,"CM, CDM, RW"
Ö. Toprak,Turkey,84,85,27500000.0,3,76.0,39.0,62.0,86.0,75.0,CB
D. Sturridge,England,84,86,35000000.0,3,89.0,83.0,69.0,25.0,70.0,"ST, RW"
E. Garay,Argentina,84,84,22000000.0,3,52.0,57.0,68.0,87.0,81.0,CB
H. Ben Arfa,France,84,84,27500000.0,3,82.0,82.0,79.0,40.0,74.0,"CAM, ST, RM, RW"
L. Díaz,Colombia,84,87,57500000.0,1,92.0,80.0,74.0,34.0,73.0,"LW, LM"
J. Martínez,Colombia,84,84,29500000.0,3,81.0,82.0,67.0,44.0,85.0,ST
H. Maguire,England,84,86,42500000.0,3,50.0,55.0,69.0,85.0,87.0,CB
L. Shaw,England,84,86,48500000.0,2,79.0,54.0,79.0,81.0,80.0,LB
Lucas Moura,Brazil,84,84,33500000.0,3,92.0,79.0,76.0,42.0,67.0,"RM, CF"
M. Mount,England,84,87,57500000.0,3,74.0,81.0,85.0,55.0,67.0,"CAM, RW"
H. Çalhanoğlu,Turkey,84,84,42000000.0,3,67.0,80.0,85.0,68.0,64.0,CM
D. Rice,England,84,87,52000000.0,1,71.0,64.0,74.0,82.0,83.0,CDM
F. Tomori,England,84,90,60500000.0,2,86.0,40.0,60.0,86.0,81.0,CB
L. Pellegrini,Italy,84,87,55000000.0,2,79.0,77.0,83.0,74.0,78.0,"CAM, CM"
R. De Paul,Argentina,84,84,42000000.0,1,78.0,77.0,83.0,75.0,81.0,"CM, RM"
D. Berardi,Italy,84,84,45000000.0,2,82.0,81.0,81.0,36.0,71.0,"RM, RW"
Rafael Leão,Portugal,84,90,66500000.0,1,91.0,77.0,73.0,27.0,74.0,"LW, LM"
J. Koundé,France,84,89,57500000.0,2,84.0,45.0,64.0,85.0,78.0,"CB, RB"
S. Tonali,Italy,84,90,62500000.0,1,81.0,73.0,81.0,79.0,82.0,"CDM, CM"
Éder Militão,Brazil,84,89,57500000.0,2,86.0,50.0,70.0,85.0,82.0,CB
R. James,England,84,88,57000000.0,2,81.0,72.0,83.0,81.0,82.0,"RWB, RB"
A. Bastoni,Italy,84,90,60500000.0,1,73.0,35.0,69.0,86.0,82.0,CB
D. Vlahović,Serbia,84,91,86500000.0,2,80.0,85.0,66.0,29.0,80.0,ST
M. Diaby,France,84,88,61500000.0,2,93.0,73.0,75.0,42.0,59.0,"RM, LM, LW"
Gabriel Jesus,Brazil,84,86,53500000.0,2,84.0,83.0,74.0,40.0,77.0,"ST, RW"
S. Gerrard,England,84,84,10000000.0,4,54.0,82.0,86.0,68.0,77.0,"CM, CDM"
João Félix,Portugal,84,90,68500000.0,2,83.0,80.0,81.0,40.0,67.0,"CF, ST"
Rúben Neves,Portugal,84,87,50500000.0,2,59.0,74.0,86.0,76.0,73.0,"CDM, CM"
F. Quagliarella,Italy,83,83,12000000.0,2,73.0,88.0,75.0,30.0,68.0,ST
M. Kruse,Germany,83,83,25000000.0,2,68.0,83.0,83.0,45.0,71.0,"CF, ST, CAM"
A. Kolarov,Serbia,83,83,14500000.0,2,73.0,74.0,81.0,82.0,81.0,LB
Marcos Alonso,Spain,83,83,21500000.0,2,73.0,73.0,80.0,80.0,79.0,"LB, LWB"
K. Kampl,Slovenia,83,83,26500000.0,2,77.0,67.0,80.0,63.0,62.0,"CM, CAM, CDM"
J. Stones,England,83,87,28500000.0,2,69.0,36.0,69.0,84.0,78.0,CB
Lucas Vázquez,Spain,83,83,27000000.0,2,84.0,73.0,81.0,61.0,69.0,"RW, RM"
Q. Promes,Netherlands,83,83,28000000.0,2,91.0,82.0,79.0,40.0,67.0,"LM, ST, RM"
A. Rabiot,France,83,87,33000000.0,2,74.0,74.0,79.0,77.0,79.0,"CM, CDM"
A. Romagnoli,Italy,83,90,31000000.0,2,66.0,40.0,55.0,85.0,80.0,CB
Anderson Talisca,Brazil,83,87,34000000.0,2,76.0,82.0,81.0,59.0,71.0,CAM
C. Tolisso,France,83,88,34000000.0,2,70.0,77.0,79.0,76.0,81.0,"CM, CDM"
N. Keïta,Guinea,83,88,34000000.0,2,70.0,73.0,77.0,65.0,68.0,"CM, CDM, CAM"
P. Kimpembe,France,83,89,30500000.0,2,77.0,39.0,67.0,82.0,83.0,CB
Louri Beretta,Brazil,83,83,28500000.0,1,81.0,84.0,62.0,33.0,75.0,"ST, CF"
Josué Chiamulera,Brazil,83,83,22500000.0,1,80.0,43.0,56.0,85.0,77.0,CB
Ronaldo Cabrais,Brazil,83,83,28000000.0,1,87.0,77.0,83.0,35.0,72.0,"RW, CAM"
W. Weghorst,Netherlands,83,83,37000000.0,2,63.0,83.0,59.0,52.0,86.0,ST
R. Gosens,Germany,83,83,36000000.0,3,82.0,75.0,74.0,77.0,81.0,"LWB, LB, LM"
Merino,Spain,83,87,50000000.0,1,74.0,78.0,81.0,82.0,81.0,CM
F. Mendy,France,83,86,43500000.0,1,92.0,64.0,76.0,78.0,84.0,LB
A. Wan-Bissaka,England,83,87,48500000.0,2,85.0,52.0,69.0,81.0,75.0,RB
L. Spinazzola,Italy,83,83,33000000.0,3,92.0,64.0,73.0,78.0,71.0,"LWB, LB, LM"
L. Ocampos,Argentina,83,83,39500000.0,2,81.0,84.0,78.0,63.0,84.0,"LW, RW"
Gayà,Spain,83,86,43500000.0,3,83.0,61.0,77.0,79.0,73.0,"LB, LWB, LM"
Á. Correa,Argentina,83,86,48000000.0,2,85.0,83.0,78.0,49.0,74.0,"ST, RM"
A. Kramarić,Croatia,83,83,35500000.0,3,71.0,86.0,76.0,30.0,71.0,"ST, CAM"
Angeliño,Spain,83,86,46000000.0,2,78.0,71.0,82.0,76.0,70.0,"LWB, LM"
S. Coates,Uruguay,83,83,30000000.0,3,68.0,49.0,55.0,84.0,87.0,CB
K. Volland,Germany,83,83,37000000.0,2,73.0,85.0,79.0,42.0,86.0,"ST, CF"
Pablo Sarabia,Spain,83,84,30500000.0,2,76.0,76.0,82.0,55.0,58.0,"CAM, CM, RM"
Suso,Spain,83,85,32000000.0,3,80.0,76.0,83.0,33.0,54.0,"RW, CF"
B. Dost,Netherlands,83,83,26000000.0,3,52.0,83.0,57.0,45.0,83.0,ST
Bartra,Spain,83,84,24500000.0,3,75.0,59.0,72.0,83.0,72.0,CB
Nacho Fernández,Spain,83,84,23500000.0,2,75.0,37.0,66.0,81.0,79.0,"CB, LB, RB"
Danilo Pereira,Portugal,83,85,26000000.0,3,65.0,63.0,72.0,82.0,85.0,"CDM, CM"
T. Hazard,Belgium,83,84,31000000.0,2,81.0,78.0,80.0,39.0,65.0,"RW, LW, CF"
C. Vela,Mexico,83,83,29000000.0,3,80.0,82.0,78.0,31.0,67.0,"RW, LW, CAM"
A. Candreva,Italy,83,85,18500000.0,2,85.0,80.0,82.0,45.0,74.0,RW
J. Farfán,Peru,83,83,14500000.0,3,86.0,77.0,80.0,37.0,76.0,"RM, ST"
P. Zabaleta,Argentina,83,83,12500000.0,3,74.0,52.0,74.0,83.0,83.0,RB
Negredo,Spain,83,83,17000000.0,3,71.0,84.0,68.0,39.0,82.0,ST
S. Lichtsteiner,Switzerland,83,83,13000000.0,3,81.0,61.0,73.0,80.0,80.0,"RB, RM"
Nani,Portugal,83,83,22500000.0,3,82.0,79.0,81.0,24.0,64.0,"LW, RW, CAM, LM"
Juanfran,Spain,83,83,14500000.0,3,83.0,58.0,74.0,79.0,78.0,RB
Borja Valero,Spain,83,83,20000000.0,2,72.0,69.0,85.0,63.0,66.0,"CAM, CM, CF"
L. Baines,England,83,83,14500000.0,3,75.0,75.0,80.0,81.0,74.0,LB
A. Williams,Wales,83,83,15000000.0,3,70.0,43.0,56.0,82.0,82.0,CB
K. Gameiro,France,83,83,23000000.0,3,87.0,83.0,75.0,35.0,68.0,ST
O. Giroud,France,83,83,23000000.0,3,59.0,82.0,70.0,38.0,83.0,ST
A. Lallana,England,83,83,22500000.0,3,75.0,75.0,80.0,65.0,74.0,CM
A. Modeste,France,83,83,23500000.0,2,77.0,82.0,64.0,33.0,81.0,ST
Adrien Silva,Portugal,83,83,23000000.0,2,65.0,77.0,82.0,78.0,72.0,CM
M. Musacchio,Argentina,83,87,25000000.0,2,72.0,51.0,67.0,84.0,79.0,CB
Vitolo,Spain,83,83,24000000.0,2,82.0,77.0,79.0,28.0,77.0,"LM, RM"
M. Rojo,Argentina,83,84,22500000.0,3,74.0,60.0,69.0,81.0,84.0,"CB, LB"
Ł. Piszczek,Poland,83,83,14500000.0,3,78.0,69.0,76.0,81.0,80.0,"RB, CB"
João Mário,Portugal,83,88,31000000.0,3,76.0,73.0,80.0,70.0,72.0,"CM, CAM, RM"
S. N'Zonzi,France,83,83,19000000.0,2,59.0,67.0,73.0,80.0,88.0,"CDM, CM"
G. Bonaventura,Italy,83,83,24000000.0,2,81.0,79.0,82.0,67.0,73.0,"CM, LM"
K. Bellarabi,Germany,83,83,24000000.0,3,90.0,77.0,75.0,33.0,69.0,RM
J. Gomez,England,83,88,49500000.0,2,82.0,30.0,66.0,83.0,80.0,CB
Juan Bernat,Spain,83,83,35000000.0,2,81.0,64.0,79.0,76.0,67.0,LB
Portu,Spain,83,83,36500000.0,1,90.0,79.0,81.0,59.0,79.0,"RW, RM, CF"
M. Arnautović,Austria,83,83,25000000.0,3,80.0,82.0,79.0,44.0,80.0,ST
D. Blind,Netherlands,83,83,22000000.0,3,54.0,65.0,81.0,83.0,73.0,"CB, CDM, LB"
W. Zaha,Côte d'Ivoire,83,83,28000000.0,2,90.0,75.0,72.0,34.0,75.0,LM
Gabriel Paulista,Brazil,83,84,25500000.0,2,69.0,49.0,71.0,83.0,82.0,CB
A. Milik,Poland,83,86,33000000.0,3,69.0,85.0,64.0,39.0,74.0,ST
D. Djené,Togo,83,84,26000000.0,1,74.0,37.0,61.0,84.0,79.0,CB
C. Aránguiz,Chile,83,83,24000000.0,2,63.0,72.0,82.0,75.0,73.0,"CM, CDM"
Fabián,Spain,83,89,35000000.0,1,65.0,78.0,78.0,74.0,70.0,CM
L. Jović,Serbia,83,89,36000000.0,1,77.0,82.0,68.0,29.0,75.0,ST
Rafa,Portugal,83,83,38500000.0,2,94.0,73.0,74.0,50.0,52.0,"RM, LM"
Diego Carlos,Brazil,83,85,38500000.0,2,77.0,47.0,63.0,82.0,83.0,CB
D. van de Beek,Netherlands,83,88,34000000.0,3,71.0,78.0,77.0,72.0,79.0,"CM, CAM"
Yuri Berchiche,Spain,83,83,31500000.0,2,83.0,68.0,77.0,80.0,82.0,LB
Renato Augusto,Brazil,83,83,28500000.0,2,71.0,79.0,82.0,72.0,77.0,"CM, CAM, LM"
L. Bender,Germany,83,83,20000000.0,3,67.0,64.0,73.0,85.0,79.0,"CDM, RB, CM"
Gonçalo Guedes,Portugal,83,89,35500000.0,1,90.0,79.0,76.0,36.0,69.0,"LM, ST"
P. Mertesacker,Germany,83,83,17000000.0,3,31.0,41.0,57.0,88.0,75.0,CB
Luiz Gustavo,Brazil,83,83,19000000.0,3,70.0,60.0,70.0,84.0,82.0,CDM
A. Belotti,Italy,83,89,36000000.0,3,82.0,81.0,57.0,29.0,84.0,ST
F. Fazio,Argentina,83,83,19000000.0,3,35.0,41.0,54.0,85.0,83.0,CB
S. Giovinco,Italy,83,83,25000000.0,2,85.0,81.0,79.0,27.0,57.0,"CF, ST"
Giuliano,Brazil,83,84,29500000.0,2,82.0,78.0,78.0,45.0,73.0,"CAM, RW"
M. Balotelli,Italy,83,83,28500000.0,4,80.0,84.0,73.0,26.0,77.0,ST
S. Kagawa,Japan,83,83,26000000.0,3,69.0,69.0,77.0,35.0,49.0,"CAM, CF, CM"
A. Valencia,Ecuador,83,83,17000000.0,2,87.0,67.0,76.0,78.0,85.0,"RB, RWB"
B. Chilwell,England,83,86,46000000.0,2,76.0,60.0,78.0,78.0,75.0,"LWB, LB"
Raphinha,Brazil,83,86,49500000.0,2,91.0,79.0,76.0,50.0,73.0,"RM, RW"
Ferran Torres,Spain,83,89,58500000.0,1,84.0,79.0,79.0,35.0,67.0,"RW, LW, ST"
Raúl de Tomás,Spain,83,83,39500000.0,1,77.0,84.0,77.0,40.0,78.0,ST
D. Upamecano,France,83,87,47000000.0,2,82.0,43.0,62.0,82.0,82.0,CB
Carlos Soler,Spain,83,86,47500000.0,2,80.0,77.0,83.0,71.0,72.0,"CM, RM, CDM"
Bremer,Brazil,83,87,45500000.0,1,80.0,50.0,56.0,85.0,81.0,CB
Pau Torres,Spain,83,89,50500000.0,2,73.0,38.0,68.0,84.0,81.0,CB
A. Tchouaméni,France,83,89,53500000.0,2,73.0,70.0,79.0,81.0,81.0,"CDM, CM"
C. Gakpo,Netherlands,83,88,55000000.0,2,85.0,82.0,77.0,42.0,73.0,LW
B. Saka,England,83,90,72000000.0,2,85.0,74.0,78.0,65.0,65.0,"RM, RW"
Bruno Guimarães,Brazil,83,87,52000000.0,2,69.0,69.0,80.0,79.0,80.0,"CM, CDM"
R. Araujo,Uruguay,83,89,52000000.0,1,79.0,51.0,65.0,83.0,83.0,"CB, RB"
P. Zieliński,Poland,83,83,36500000.0,3,81.0,77.0,81.0,70.0,62.0,"CAM, CM"
V. Osimhen,Nigeria,83,89,58000000.0,2,90.0,82.0,65.0,40.0,81.0,ST
J. Musiala,Germany,83,92,78500000.0,1,80.0,72.0,74.0,63.0,60.0,"CAM, LM, CM"
C. Romero,Argentina,83,88,49500000.0,3,73.0,46.0,59.0,85.0,81.0,CB
D. Kamada,Japan,83,84,43500000.0,2,79.0,74.0,82.0,46.0,61.0,"CAM, CF, CM"
J. Toulalan,France,83,83,10500000.0,3,53.0,50.0,77.0,79.0,82.0,"CDM, CM"
N. Vidić,Serbia,83,83,9000000.0,3,52.0,39.0,55.0,84.0,83.0,CB
Borja Iglesias,Spain,83,86,32500000.0,1,67.0,83.0,63.0,35.0,82.0,ST
N. Pépé,Côte d'Ivoire,83,88,34500000.0,1,91.0,79.0,76.0,33.0,67.0,"RM, RW, ST"
G. Lo Celso,Argentina,83,89,35000000.0,1,77.0,78.0,82.0,65.0,72.0,"CM, CAM, CF"
F. Bernardeschi,Italy,83,85,31500000.0,2,81.0,75.0,81.0,60.0,66.0,"RM, CAM"
J. Tah,Germany,83,87,30500000.0,2,71.0,27.0,59.0,83.0,81.0,CB
Paco Alcácer,Spain,83,85,32000000.0,2,79.0,84.0,68.0,36.0,63.0,ST
S. Haller,France,83,85,32000000.0,1,72.0,81.0,62.0,51.0,82.0,ST
G. Sigurðsson,Iceland,83,83,25500000.0,3,56.0,81.0,84.0,57.0,69.0,CAM
Nélson Semedo,Portugal,83,86,43500000.0,2,91.0,57.0,69.0,77.0,75.0,RB
D. Zakaria,Switzerland,83,87,47500000.0,1,83.0,64.0,75.0,81.0,85.0,"CDM, CB"
Manu Trigueros,Spain,83,84,30000000.0,2,66.0,74.0,81.0,70.0,69.0,"CM, CDM, LM"
K. Laimer,Austria,83,84,38500000.0,2,84.0,68.0,78.0,81.0,78.0,"CDM, CM"
Fabián Ruiz,Spain,83,85,44500000.0,2,61.0,79.0,80.0,74.0,72.0,"CM, CDM"
Jonathan Viera,Spain,83,83,26500000.0,2,81.0,75.0,82.0,53.0,68.0,"CM, LM, CAM"
R. Rodriguez,Switzerland,83,87,25500000.0,2,75.0,68.0,82.0,84.0,76.0,LB
M. Akanji,Switzerland,83,88,31000000.0,2,78.0,45.0,68.0,83.0,80.0,CB
S. Bergwijn,Netherlands,83,88,56000000.0,2,87.0,79.0,78.0,39.0,72.0,"LM, LW, RM"
E. Forsberg,Sweden,83,85,31500000.0,2,75.0,74.0,83.0,30.0,66.0,"CAM, LM"
M. Schneiderlin,France,83,85,25500000.0,2,68.0,62.0,76.0,79.0,81.0,"CDM, CM"
L. Biglia,Argentina,83,83,17500000.0,3,69.0,63.0,81.0,75.0,75.0,"CDM, CM"
L. Perrin,France,83,83,17500000.0,2,68.0,65.0,69.0,86.0,80.0,CB
Willian José,Brazil,83,86,32500000.0,2,64.0,83.0,66.0,40.0,80.0,ST
José Fonte,Portugal,83,83,13500000.0,3,54.0,35.0,52.0,84.0,79.0,CB
Samu Castillejo,Spain,83,87,34000000.0,2,86.0,75.0,81.0,43.0,52.0,"RM, LM, CM"
J. Mathieu,France,83,83,15000000.0,3,76.0,64.0,66.0,84.0,82.0,"CB, LB"
De Tomás,Spain,83,84,42500000.0,1,77.0,84.0,77.0,40.0,78.0,ST
G. Rodríguez,Argentina,83,83,13500000.0,2,68.0,47.0,62.0,85.0,77.0,CB
I. Slimani,Algeria,83,83,23500000.0,3,73.0,78.0,66.0,47.0,88.0,ST
S. Aurier,Côte d'Ivoire,83,88,26500000.0,2,85.0,66.0,73.0,80.0,85.0,RB
Nolito,Spain,83,83,22500000.0,3,77.0,79.0,79.0,39.0,67.0,"LW, LM"
J. Hernández,Mexico,83,83,23500000.0,3,83.0,81.0,66.0,31.0,64.0,ST
Malcom,Brazil,83,90,36500000.0,2,84.0,79.0,81.0,27.0,64.0,"RW, RM"
Raúl De Tomás,Spain,83,84,42500000.0,1,77.0,84.0,77.0,40.0,78.0,ST
Y. Konoplyanka,Ukraine,83,83,24000000.0,2,90.0,79.0,81.0,33.0,58.0,LM
Danny,Portugal,83,83,18500000.0,3,83.0,73.0,80.0,33.0,64.0,"CAM, LW"
R. Rodríguez,Switzerland,83,86,25000000.0,3,74.0,67.0,81.0,80.0,75.0,LB
G. Medel,Chile,83,83,18500000.0,3,76.0,48.0,68.0,81.0,86.0,"CDM, CM"
L. Diarra,France,83,83,15000000.0,3,77.0,53.0,73.0,81.0,77.0,"CDM, CM"
L. Muriel,Colombia,82,82,30000000.0,2,89.0,83.0,74.0,27.0,67.0,ST
S. Berghuis,Netherlands,82,82,30000000.0,2,80.0,82.0,83.0,38.0,67.0,"CAM, RW"
E. Can,Germany,82,82,32000000.0,3,77.0,78.0,77.0,83.0,87.0,"CM, CB, CDM"
M. de Roon,Netherlands,82,82,25500000.0,3,68.0,68.0,71.0,82.0,83.0,"CDM, CM"
Otávio,Portugal,82,82,33500000.0,1,78.0,69.0,80.0,63.0,70.0,"RM, LM"
A. Christensen,Denmark,82,86,38000000.0,2,69.0,32.0,66.0,84.0,74.0,CB
M. Locatelli,Italy,82,87,42000000.0,2,63.0,72.0,79.0,79.0,79.0,"CDM, CM"
C. Pulisic,United States,82,88,49000000.0,3,87.0,70.0,73.0,37.0,59.0,"LW, RW, LM"
Palhinha,Portugal,82,87,41000000.0,1,65.0,65.0,70.0,85.0,88.0,"CDM, CM"
Mario Hermoso,Spain,82,85,35500000.0,1,78.0,49.0,72.0,84.0,82.0,"CB, LB"
Lucas Paquetá,Brazil,82,87,46000000.0,2,75.0,77.0,80.0,70.0,78.0,"CAM, CM, CF"
Y. En-Nesyri,Morocco,82,86,44000000.0,2,78.0,83.0,59.0,35.0,76.0,"ST, LW"
T. Souček,Czech Republic,82,85,36000000.0,1,64.0,72.0,74.0,82.0,85.0,"CDM, CM"
Dani Olmo,Spain,82,87,46000000.0,3,67.0,76.0,81.0,50.0,60.0,"CAM, CF"
Antony,Brazil,82,89,62000000.0,2,93.0,75.0,74.0,39.0,68.0,RW
F. Wirtz,Germany,82,90,64000000.0,2,75.0,73.0,80.0,51.0,60.0,"CAM, CM"
A. Rebić,Croatia,82,82,32500000.0,1,86.0,83.0,75.0,48.0,80.0,"LW, ST, LM"
F. Neuhaus,Germany,82,87,46000000.0,2,64.0,72.0,79.0,66.0,67.0,CM
T. Ndombele,France,82,87,46000000.0,1,71.0,72.0,81.0,69.0,72.0,"CAM, CM, CDM"
A. Isak,Sweden,82,86,45000000.0,2,84.0,82.0,69.0,29.0,69.0,ST
L. Bailey,Jamaica,82,85,41500000.0,3,93.0,78.0,74.0,33.0,64.0,"RM, RW, LW"
Richarlison,Brazil,82,87,46500000.0,3,83.0,78.0,73.0,53.0,80.0,"ST, LW, LM"
D. Dumfries,Netherlands,82,84,35000000.0,3,80.0,61.0,66.0,78.0,89.0,RB
Mário Fernandes,Russia,82,82,26500000.0,2,82.0,61.0,74.0,79.0,79.0,RB
J. Veretout,France,82,83,29500000.0,2,77.0,75.0,77.0,77.0,81.0,"CDM, CM"
L. Stindl,Germany,82,82,24000000.0,3,61.0,84.0,81.0,60.0,73.0,"CAM, ST"
Campaña,Spain,82,82,30500000.0,1,68.0,74.0,83.0,71.0,72.0,"CM, LM, RM"
Marlos,Ukraine,82,82,21000000.0,2,83.0,78.0,79.0,48.0,66.0,RM
Taison,Brazil,82,82,21000000.0,2,92.0,79.0,75.0,47.0,69.0,"LM, CAM"
T. Delaney,Denmark,82,83,21500000.0,2,77.0,73.0,75.0,83.0,83.0,"CDM, CM"
X. Shaqiri,Switzerland,82,82,24000000.0,3,80.0,77.0,81.0,46.0,70.0,"RW, RM, CAM"
C. Bakambu,Congo DR,82,82,23500000.0,2,88.0,81.0,72.0,35.0,76.0,ST
Rafinha,Brazil,82,85,28000000.0,2,70.0,76.0,79.0,69.0,62.0,"CAM, CM, RW"
T. Meunier,Belgium,82,83,21000000.0,2,78.0,76.0,77.0,78.0,84.0,"RB, RM"
A. Guardado,Mexico,82,82,19000000.0,3,73.0,68.0,82.0,73.0,68.0,"CM, CDM, LM"
M. Parolo,Italy,82,82,9000000.0,2,69.0,76.0,76.0,79.0,80.0,"CDM, CM"
H. Herrera,Mexico,82,82,22000000.0,3,72.0,74.0,74.0,78.0,80.0,CM
Jardel,Brazil,82,82,12500000.0,2,57.0,42.0,54.0,83.0,82.0,CB
D. Ba,Senegal,82,82,16000000.0,2,79.0,84.0,70.0,45.0,80.0,ST
Lucas,Brazil,82,87,15000000.0,2,93.0,73.0,76.0,44.0,63.0,"RW, RM"
Gabi,Spain,82,82,13500000.0,3,68.0,72.0,80.0,75.0,73.0,"CM, CDM"
G. Rossi,Italy,82,82,18500000.0,3,83.0,83.0,74.0,29.0,52.0,ST
J. Błaszczykowski,Poland,82,82,15500000.0,3,87.0,72.0,79.0,57.0,72.0,RM
G. dos Santos,Mexico,82,85,19000000.0,3,86.0,81.0,69.0,29.0,55.0,"ST, CF, LW, RW"
V. Ćorluka,Croatia,82,82,12500000.0,3,58.0,49.0,65.0,81.0,83.0,CB
A. Florenzi,Italy,82,82,18500000.0,3,85.0,77.0,76.0,77.0,76.0,"RB, RW, LW"
F. Vázquez,Argentina,82,82,21500000.0,2,60.0,77.0,80.0,47.0,74.0,"CAM, CM, RW, LW"
J. Lingard,England,82,83,26500000.0,2,80.0,79.0,76.0,56.0,67.0,"RW, CAM, CF"
D. Rugani,Italy,82,86,24500000.0,2,63.0,39.0,55.0,85.0,75.0,CB
K. Demirbay,Germany,82,85,28000000.0,2,67.0,74.0,82.0,59.0,70.0,"CAM, CM"
M. Politano,Italy,82,85,28000000.0,2,86.0,76.0,78.0,42.0,57.0,"RM, LM, ST"
H. Lozano,Mexico,82,87,29500000.0,3,93.0,76.0,73.0,41.0,66.0,"RW, LW"
L. Torreira,Uruguay,82,87,25000000.0,2,76.0,62.0,78.0,81.0,74.0,"CDM, CM"
Gelson Martins,Portugal,82,87,29500000.0,3,94.0,71.0,74.0,47.0,61.0,"RM, RW"
Juiano Mestres,Brazil,82,82,6500000.0,1,71.0,61.0,57.0,82.0,80.0,"CB, CDM"
Rosberto Dourado,Brazil,82,82,16500000.0,1,81.0,57.0,74.0,82.0,74.0,"CDM, CM"
D. Ings,England,82,82,33000000.0,1,77.0,85.0,70.0,45.0,70.0,ST
Reguilón,Spain,82,87,43000000.0,1,86.0,58.0,75.0,78.0,70.0,LB
S. Sané,Senegal,82,82,18500000.0,2,63.0,49.0,65.0,83.0,80.0,"CB, CDM"
M. Carrick,England,82,82,6000000.0,3,52.0,66.0,81.0,77.0,67.0,"CDM, CM"
P. Evra,France,82,82,3000000.0,3,76.0,51.0,71.0,83.0,73.0,"LB, LM"
Raffael,Brazil,82,82,17000000.0,2,74.0,79.0,80.0,41.0,67.0,"CF, ST"
M. Gómez,Germany,82,82,19000000.0,3,72.0,82.0,62.0,28.0,78.0,ST
Dante,Brazil,82,82,11500000.0,3,54.0,53.0,67.0,82.0,75.0,CB
M. Halstenberg,Germany,82,82,27500000.0,2,66.0,66.0,73.0,81.0,80.0,"LB, CB, LWB"
Alex Teixeira,Brazil,82,85,25000000.0,2,88.0,78.0,76.0,65.0,68.0,"CAM, CDM, CM, CF"
T. Motta,Italy,82,82,11500000.0,3,44.0,66.0,77.0,78.0,82.0,CDM
K. Mirallas,Belgium,82,82,19000000.0,2,86.0,77.0,77.0,47.0,65.0,"LM, RM, LW"
Beñat,Spain,82,82,18500000.0,2,60.0,75.0,84.0,66.0,74.0,CM
S. Coleman,Republic of Ireland,82,82,16000000.0,2,79.0,68.0,72.0,81.0,78.0,RB
A. Rami,France,82,82,14500000.0,3,59.0,54.0,48.0,82.0,81.0,CB
M. Sakho,France,82,83,19000000.0,3,62.0,33.0,62.0,81.0,85.0,CB
David Villa,Spain,82,82,10500000.0,3,73.0,83.0,73.0,31.0,68.0,ST
J. Wilshere,England,82,85,25000000.0,3,75.0,69.0,81.0,62.0,73.0,"CM, CAM, CDM"
Iborra,Spain,82,82,16000000.0,2,54.0,73.0,73.0,83.0,83.0,"CDM, CAM, CM"
N. Clyne,England,82,85,20500000.0,2,86.0,61.0,71.0,80.0,76.0,"RB, RWB"
D. Lovren,Croatia,82,84,20000000.0,2,58.0,40.0,60.0,82.0,81.0,CB
S. Bender,Germany,82,83,18500000.0,2,66.0,54.0,63.0,84.0,81.0,"CB, CDM"
M. Krohn-Dehli,Denmark,82,82,12500000.0,2,69.0,76.0,85.0,64.0,67.0,"LM, CM, CAM"
B. Sagna,France,82,82,8500000.0,3,75.0,53.0,66.0,83.0,80.0,RB
M. Škrtel,Slovakia,82,82,13000000.0,3,62.0,38.0,48.0,82.0,82.0,CB
G. Castro,Germany,82,82,18500000.0,2,74.0,72.0,82.0,73.0,69.0,"CM, CDM, RM"
Bojan,Spain,82,85,25000000.0,3,77.0,73.0,78.0,25.0,48.0,"CAM, ST, RW"
Kaká,Brazil,82,82,10500000.0,3,68.0,76.0,80.0,30.0,61.0,"CAM, CF"
A. Gignac,France,82,82,19000000.0,3,73.0,83.0,71.0,40.0,81.0,ST
C. Benteke,Belgium,82,85,26000000.0,3,77.0,81.0,65.0,33.0,85.0,ST
P. Jagielka,England,82,82,9000000.0,2,67.0,46.0,58.0,83.0,81.0,CB
Iñaki Williams,Spain,82,86,29000000.0,2,94.0,80.0,72.0,42.0,83.0,"ST, RW"
Roque Mesa,Spain,82,82,16500000.0,1,78.0,61.0,76.0,73.0,80.0,"CDM, CM"
Víctor Ruíz,Spain,82,83,18500000.0,2,60.0,42.0,64.0,83.0,82.0,CB
D. Wass,Denmark,82,82,21500000.0,2,75.0,76.0,82.0,72.0,73.0,"CM, RM, LM"
Marcano,Spain,82,82,15000000.0,3,68.0,46.0,60.0,83.0,79.0,CB
S. Nzonzi,France,82,82,17000000.0,2,50.0,67.0,72.0,81.0,89.0,"CDM, CM"
Joaquín,Spain,82,82,7500000.0,2,73.0,77.0,83.0,41.0,59.0,"RM, LM, ST"
L. Fejsa,Serbia,82,82,17000000.0,2,54.0,57.0,66.0,82.0,83.0,CDM
S. Zaza,Italy,82,83,26000000.0,2,79.0,81.0,62.0,50.0,86.0,ST
